ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04071	Sphingolipid signaling pathway	24/964	121/8586	0.00373047717598623	0.0757753176372203	0.0650379244497599	166929/5331/5330/29956/5579/8877/8717/28227/3827/581/6300/4790/7186/5337/53637/6610/8698/4985/2534/10715/5880/9294/2771/5581	24
hsa00020	Citrate cycle (TCA cycle)	9/964	30/8586	0.00438864542707241	0.0839005743410902	0.0720118289891138	6389/5160/4967/50/47/48/55753/5105/5106	9
hsa04814	Motor proteins	34/964	193/8586	0.00492078316155187	0.0888474737502421	0.0762577507491956	1778/79659/4646/4651/4627/4643/23303/7139/55083/60/7137/56171/64005/113457/55605/4644/146909/4645/1767/4620/7138/4632/7136/7140/7125/58/4633/4625/7134/4621/221458/7170/7169/8701	34
hsa04261	Adrenergic signaling in cardiomyocytes	28/964	154/8586	0.0065667519295544	0.106812486365104	0.0916771138032471	481/476/64764/5331/7139/5330/6546/3753/9252/28227/112/6300/7137/11069/113/5568/6330/27092/2771/4633/4625/7134/6324/487/7170/7169/6262/786	28
hsa00071	Fatty acid degradation	11/964	43/8586	0.0065730760840064	0.106812486365104	0.0916771138032471	128/2180/501/38/51/224/3033/1962/30/23205/127	11
hsa04933	AGE-RAGE signaling pathway in diabetic complications	20/964	100/8586	0.00701656492553085	0.108589695276073	0.0932024914920138	6774/5331/5330/113026/5579/581/5054/7412/6300/4790/7040/7043/1285/1958/5336/51196/5581/1288/27035/1277	20
hsa04919	Thyroid hormone signaling pathway	23/964	121/8586	0.00763205371431432	0.112746248052371	0.0967700590570954	481/476/5331/5330/113026/5579/5208/842/4193/9440/23389/60/2626/5213/1827/8648/1733/5336/5568/51196/4625/487/116931	23
hsa01200	Carbon metabolism	22/964	115/8586	0.00829635186702248	0.117231058990535	0.100619370469609	128/2746/6389/5160/38/4967/50/51/2023/9563/48/55753/5213/5634/4329/6470/51179/2026/2203/10993/229/8789	22
hsa00310	Lysine degradation	14/964	63/8586	0.00887405210855168	0.119377171949075	0.102461378353052	55870/10919/501/38/2122/224/3033/7799/4297/8424/10157/1962/55526/150572	14
hsa04971	Gastric acid secretion	16/964	76/8586	0.00918285938069809	0.119377171949075	0.102461378353052	3709/481/476/5331/5330/3758/5579/7430/60/3708/112/113/1080/5568/2771/85366	16
hsa04151	PI3K-Akt signaling pathway	55/964	359/8586	0.00965741977037669	0.120717747129709	0.103611993487847	1291/3655/2066/7010/64764/7057/6794/3481/3693/5228/59345/4915/1956/29941/1950/842/4193/1299/5159/28227/3718/2323/3667/253314/3908/4914/4790/3566/9965/200186/5105/1285/5585/9170/1943/1311/1292/8115/3164/3695/2246/57121/3791/9048/3560/5106/7448/9863/8515/9223/1293/1288/118788/1129/1277	55
hsa04964	Proximal tubule bicarbonate reclamation	7/964	23/8586	0.0106991246378668	0.124300922720846	0.106687431647042	2746/481/476/358/5105/8671/5106	7
hsa04510	Focal adhesion	34/964	203/8586	0.0107187248055844	0.124300922720846	0.106687431647042	2317/1291/7414/3655/1793/7057/3693/5228/5906/81/5579/1956/1950/1299/83660/5159/60/3908/7409/1285/1311/1292/3695/3791/2534/5880/7448/4633/8515/859/85366/1293/1288/1277	34
hsa00260	Glycine, serine and threonine metabolism	10/964	40/8586	0.0110914669504755	0.124300922720846	0.106687431647042	4128/501/29958/669/635/6470/2628/64902/10993/212	10
hsa04392	Hippo signaling pathway - multiple species	8/964	29/8586	0.0122100982504853	0.129765517510024	0.111377691142206	8994/126374/1454/26524/8463/7004/79633/83937	8
hsa05205	Proteoglycans in cancer	34/964	205/8586	0.0123776339778792	0.129765517510024	0.111377691142206	2317/23365/3709/2066/6774/7057/288/3481/3693/5579/7078/1956/2549/4193/7430/9138/60/3708/6300/7409/7040/6382/6469/7475/89780/287/5336/3791/5568/51196/79923/7448/859/1277	34
hsa04610	Complement and coagulation cascades	17/964	86/8586	0.0138321969506288	0.140265921359555	0.120390183515084	966/5627/2160/3827/2/5054/5104/5265/730/2155/5340/2153/7448/725/729/727/1380	17
hsa04520	Adherens junction	18/964	93/8586	0.0142423858611241	0.140265921359555	0.120390183515084	1495/7414/5787/56288/6885/4008/2241/5906/81/1956/60/55698/5795/6932/1500/2534/5880/4633	18
hsa00785	Lipoic acid metabolism	6/964	19/8586	0.0147691938006806	0.141176117212388	0.12117140424707	5160/4967/55753/1629/55526/116285	6
hsa04024	cAMP signaling pathway	36/964	225/8586	0.0175323297759338	0.153701353727497	0.131921809677042	10257/481/476/64764/5733/51/5906/5465/2550/5144/112/4790/7137/2867/7409/135/5337/268/11069/113/1080/5568/2695/51196/4158/1907/5880/7432/2771/116443/5348/3991/487/2892/6262/1129	36
hsa04010	MAPK signaling pathway	46/964	301/8586	0.0176821361169396	0.153701353727497	0.131921809677042	2317/9693/2066/7010/6885/8986/3481/5228/4294/2122/5906/5579/4915/1956/1950/11184/1850/8717/5159/9252/2323/4914/6300/4790/23542/7040/1647/9965/7186/7043/409/1943/994/3164/2246/3791/5568/9048/27092/9175/1843/5880/3310/3925/777/786	46
hsa04972	Pancreatic secretion	19/964	102/8586	0.0177590578294393	0.153701353727497	0.131921809677042	3709/481/476/5331/5330/5906/5579/3708/112/50487/64600/113/1080/1357/8671/22802/487/9635/6262	19
hsa04918	Thyroid hormone synthesis	15/964	75/8586	0.0180888437492254	0.153701353727497	0.131921809677042	3709/481/476/64764/5331/5330/5579/3708/112/493869/4036/113/5568/2878/213	15
hsa04330	Notch signaling pathway	13/964	62/8586	0.0184441624472997	0.153701353727497	0.131921809677042	8650/7090/84441/182/22938/3714/9253/441478/79816/7089/6310/3955/3516	13
hsa04611	Platelet activation	22/964	124/8586	0.0194354239913175	0.157912819929455	0.135536509413135	23365/3709/5331/5330/5906/83706/5023/83660/9138/5739/60/3708/112/6300/5336/113/5568/5592/2534/2771/85366/1277	22
hsa01210	2-Oxocarboxylic acid metabolism	8/964	33/8586	0.0264287909968735	0.209496513999607	0.17981077314946	5160/4967/50/48/55753/1629/64902/55526	8
hsa04922	Glucagon signaling pathway	19/964	107/8586	0.0282426229278162	0.214408011547642	0.184026309506478	10891/3709/5160/64764/5331/5330/3945/5465/5531/3708/5213/200186/5105/2203/5568/5106/5260/5837/8789	19
hsa04911	Insulin secretion	16/964	86/8586	0.0283678292201496	0.214408011547642	0.184026309506478	481/476/64764/5331/5330/5579/112/3783/11069/113/5568/2695/27445/3767/9699/6262	16
hsa00340	Histidine metabolism	6/964	22/8586	0.0303572208014515	0.219604662531597	0.188486592942099	4128/501/55748/224/57571/26	6
hsa04670	Leukocyte transendothelial migration	20/964	115/8586	0.0304067994274519	0.219604662531597	0.188486592942099	1495/7414/5906/81/83692/5579/7430/60/6494/7412/6300/7409/11069/5336/1500/9080/5880/3702/2771/4633	20
hsa04360	Axon guidance	29/964	182/8586	0.0322182665122934	0.22392299251781	0.192193013820954	3983/23365/56288/219699/55740/55558/84612/54910/8482/9037/4776/10501/2051/4917/6469/1943/27289/5336/2045/2534/5880/223117/2771/6092/8633/23380/1630/91584/57689	29
hsa00620	Pyruvate metabolism	10/964	47/8586	0.0330740021801627	0.22392299251781	0.192193013820954	128/5160/501/38/3945/224/5105/10327/5106/127	10
hsa04014	Ras signaling pathway	36/964	236/8586	0.0338392413083823	0.22392299251781	0.192193013820954	57186/7010/3481/5228/5906/5579/2114/59345/4915/1956/1950/27040/2549/5159/64926/2323/7535/5900/4914/4790/8831/50487/9965/5337/5868/382/64600/1943/5336/2246/3791/5568/22821/23179/51196/5880	36
hsa04068	FoxO signaling pathway	22/964	131/8586	0.034291772450256	0.22392299251781	0.192193013820954	6774/6794/9140/1956/1950/4193/1454/3667/1032/6300/7040/1647/9454/7043/5105/100132074/8698/901/2290/5106/2911/6517	22
hsa00600	Sphingolipid metabolism	11/964	54/8586	0.0350629640204155	0.22392299251781	0.192193013820954	166929/29956/57704/8877/129807/410/7357/6610/768239/10715/2581	11
hsa04810	Regulation of actin cytoskeleton	35/964	229/8586	0.0351386849797179	0.22392299251781	0.192193013820954	23365/7414/3655/4627/1793/3693/55740/26999/81/1956/1950/28964/5159/7430/3827/9138/60/5305/7409/9965/730/9170/221178/3695/2246/57121/10788/5880/1132/4633/8515/85366/729/727/1129	35
hsa00830	Retinol metabolism	13/964	68/8586	0.0372571129008336	0.228698038231976	0.196291433624206	128/216/8694/1549/158835/1592/79799/54905/1558/1577/53630/127/1555	13
hsa04614	Renin-angiotensin system	6/964	23/8586	0.0372953723885991	0.228698038231976	0.196291433624206	5476/7064/4311/290/2028/3816	6
hsa00380	Tryptophan metabolism	9/964	42/8586	0.0403457480092976	0.242821631537439	0.208413708040231	4128/501/38/224/3033/1962/64577/55526/26	9
hsa04080	Neuroactive ligand-receptor interaction	52/964	367/8586	0.044178650193412	0.254579938064129	0.218505857771641	56288/5733/2556/2550/5023/3827/5739/2796/1146/1241/135/8620/152/2834/2847/5024/53637/9170/51083/1139/2692/5340/3061/6865/8698/84634/4985/59340/4987/150/4923/3640/2695/5031/4158/1910/1907/7425/136/1132/5745/9340/9294/7432/2895/2897/8811/116443/727/2911/2892/1129	52
hsa04925	Aldosterone synthesis and secretion	17/964	98/8586	0.0444841217530273	0.254579938064129	0.218505857771641	3709/481/476/64764/5331/5330/5579/3708/112/1585/3164/113/5568/4158/3949/3991/5581	17
hsa04390	Hippo signaling pathway	25/964	157/8586	0.0446494045220166	0.254579938064129	0.218505857771641	1495/56288/8994/126374/84612/85407/353500/4092/1454/60/26524/5054/8463/27113/7004/7040/8312/7043/7475/89780/268/7161/2246/6932/1740	25
hsa04725	Cholinergic synapse	19/964	113/8586	0.0462830531844181	0.25934469456786	0.222595446349742	3709/64764/5331/5330/5579/59345/3708/112/3785/3761/6572/1139/113/5568/2534/1132/2771/43/1129	19
hsa00330	Arginine and proline metabolism	10/964	50/8586	0.0483763630471964	0.263415489893793	0.226089408329895	4128/501/55748/224/2628/1152/57571/26/8659/1158	10
hsa04152	AMPK signaling pathway	20/964	121/8586	0.0486305519803925	0.263415489893793	0.226089408329895	10891/23216/64764/6885/6794/5208/28227/3667/5213/200186/5105/2203/1080/5106/51094/8789/3991/2194/9370/6517	20
hsa05130	Pathogenic Escherichia coli infection	30/964	198/8586	0.0532253349486676	0.282103817594085	0.242129592428931	4646/23365/4651/4627/4643/6885/26999/9632/7009/842/27128/8717/7430/9138/60/581/6300/4790/7186/64005/382/9170/113457/4644/9080/57121/2534/4691/4645/9826	30
hsa04724	Glutamatergic synapse	19/964	115/8586	0.053816728279487	0.282103817594085	0.242129592428931	3709/5331/5330/9762/5579/59345/22941/3708/112/6512/9454/5337/113/5568/2771/2897/116443/2911/2892	19
hsa04927	Cortisol synthesis and secretion	12/964	65/8586	0.055767099900244	0.287687420120306	0.246921996216619	3709/64764/5331/5330/3708/112/3164/113/5568/1584/4158/3949	12
hsa04260	Cardiac muscle contraction	15/964	87/8586	0.0592591607048932	0.300761573749651	0.258143536983506	481/476/7139/6546/7137/125965/27092/4633/4625/7134/487/7170/7169/6262/786	15
hsa04371	Apelin signaling pathway	22/964	139/8586	0.0601523147499302	0.300761573749651	0.258143536983506	10891/3709/5331/5330/59345/182/6546/8877/5054/3708/112/1958/113/5568/2771/4633/5346/85366/3991/5581/6262/6263	22
hsa05146	Amoebiasis	17/964	102/8586	0.0612725487229073	0.301720883862801	0.258966912465238	7414/5331/5330/81/5579/3908/4790/2920/7040/7043/5868/1285/5568/2769/913/1288/1277	17
hsa04530	Tight junction	26/964	170/8586	0.0622466402989393	0.301942658166497	0.259157261260313	9693/4627/56288/6794/8777/79778/5872/5906/81/84612/154810/7430/84952/60/2626/8531/113457/1080/9080/5568/4633/58538/913/9223/5581/1740	26
hsa04540	Gap junction	15/964	88/8586	0.064366693363506	0.307634931516756	0.264042937172277	3709/5331/5330/5579/1956/1950/5159/3708/112/113457/113/5568/5592/2771/2911	15
hsa04730	Long-term depression	11/964	60/8586	0.0680286774261024	0.320424929905555	0.275020587611246	3709/5331/5330/5579/3708/5592/2895/2771/2911/2892/10842	11
hsa04976	Bile secretion	15/964	89/8586	0.0697622319568607	0.323896076942567	0.277999871707791	10257/481/476/5243/112/358/79799/343/113/1080/5568/8671/9376/1244/3949	15
hsa04270	Vascular smooth muscle contraction	21/964	134/8586	0.0709222180384824	0.324643955809954	0.278641775836884	23365/3709/4627/5331/5330/5579/9138/5739/3708/112/50487/135/64600/113/5568/5592/1907/136/9826/85366/5581	21
hsa00790	Folate biosynthesis	6/964	27/8586	0.0745885827691296	0.336684574999543	0.288976234412563	873/250/2356/7054/5053/10243	6
hsa00770	Pantothenate and CoA biosynthesis	5/964	21/8586	0.0782343472243181	0.342643877127901	0.294091101016659	224/1807/51733/5169/53354	5
hsa05212	Pancreatic cancer	13/964	76/8586	0.0793888752844469	0.342643877127901	0.294091101016659	6774/1956/1950/842/1869/581/5900/4790/7040/1647/7043/5337/5880	13
hsa03020	RNA polymerase	7/964	34/8586	0.079711001148956	0.342643877127901	0.294091101016659	5430/51082/64425/55703/84265/5437/11128	7
hsa04924	Renin secretion	12/964	69/8586	0.0810517568139169	0.342643877127901	0.294091101016659	3709/5331/5330/3708/112/358/5568/1508/1907/22802/2771/9635	12
hsa04022	cGMP-PKG signaling pathway	25/964	167/8586	0.0811802416579949	0.342643877127901	0.294091101016659	3709/481/476/64764/5331/5330/292/6546/3827/4776/3667/2626/3708/112/152/113/4985/150/5592/1910/2771/4625/85366/487/5581	25
hsa05163	Human cytomegalovirus infection	32/964	225/8586	0.093819619086803	0.390915079528346	0.335522254493965	23365/11214/3709/6774/64764/5331/5733/5330/5579/59345/811/1956/842/4193/8717/9138/4776/1869/581/3708/112/6300/4790/3661/7186/3135/113/5568/6352/5880/9826/2771	32
hsa05210	Colorectal cancer	14/964	86/8586	0.0975997676593413	0.395128600815356	0.339138718108727	1956/1950/842/581/5900/4437/27113/7040/8312/1647/7043/6932/5880/1630	14
hsa04929	GnRH secretion	11/964	64/8586	0.0984621022718978	0.395128600815356	0.339138718108727	3709/5331/5330/5579/2550/2796/3708/409/3783/84634/3767	11
hsa04934	Cushing syndrome	23/964	155/8586	0.0984782051262888	0.395128600815356	0.339138718108727	3709/64764/5331/5330/5906/1956/4297/1869/196/3708/112/8312/7475/89780/3164/113/6932/5568/1584/4158/2771/3949/50940	23
hsa04066	HIF-1 signaling pathway	17/964	109/8586	0.100155994964916	0.396959736141434	0.340710380817749	7428/7010/5160/6774/2023/3945/5579/1956/1950/5054/253314/4790/5213/2026/5336/229/3162	17
hsa04072	Phospholipase D signaling pathway	22/964	148/8586	0.102823296795389	0.402621342873509	0.345569735583741	5331/5330/1956/1950/27128/2549/8877/5159/56894/5900/112/1609/5337/26052/382/9170/11069/5336/113/57121/2534/2911	22
hsa00982	Drug metabolism - cytochrome P450	12/964	72/8586	0.104099525433343	0.402766021021861	0.345693912779897	128/4128/2329/2330/1549/2938/79799/2939/1558/1577/127/1555	12
hsa04923	Regulation of lipolysis in adipocytes	10/964	58/8586	0.109946543755847	0.419634178053223	0.360171845130701	5733/3667/112/57104/113/5568/5592/2771/5346/3991	10
hsa00030	Pentose phosphate pathway	6/964	30/8586	0.112675100725995	0.419634178053223	0.360171845130701	9563/5213/5634/2203/229/8789	6
hsa00053	Ascorbate and aldarate metabolism	6/964	30/8586	0.112675100725995	0.419634178053223	0.360171845130701	501/224/9365/79799/10327/55586	6
hsa05143	African trypanosomiasis	7/964	37/8586	0.114274935538965	0.419634178053223	0.360171845130701	5331/5330/5579/3827/7412/7064/8542	7
hsa00910	Nitrogen metabolism	4/964	17/8586	0.114915205682267	0.419634178053223	0.360171845130701	2746/771/763/761	4
hsa04310	Wnt signaling pathway	25/964	174/8586	0.11632151154073	0.420049902785971	0.36052866150051	5331/7090/6885/5330/27130/5579/80319/85407/1454/4776/23002/343637/8312/79816/7089/7475/89780/6932/5568/147111/27121/5880/6423/9350/5176	25
hsa04064	NF-kappa B signaling pathway	16/964	104/8586	0.118495871153447	0.423199539833738	0.363231993703452	6885/5579/27040/8717/7535/7412/4790/128178/2920/1647/7186/51588/8740/958/6363/5336	16
hsa04211	Longevity regulating pathway	14/964	89/8586	0.120633414440161	0.424306980023472	0.364182509169944	10891/10919/64764/6794/581/3667/253314/112/4790/9365/113/5568/51094/9370	14
hsa04115	p53 signaling pathway	12/964	74/8586	0.12141707428364	0.424306980023472	0.364182509169944	4194/7057/575/842/4193/3732/581/5054/27113/1647/7161/901	12
hsa04713	Circadian entrainment	15/964	97/8586	0.123618789011358	0.427405387539269	0.366841871086336	5331/5330/5579/59345/9252/3708/112/5187/113/5568/5592/2771/2892/6262/6263	15
hsa04062	Chemokine signaling pathway	27/964	192/8586	0.127939367180994	0.435180103229975	0.373514906416011	6774/5331/56288/5330/5906/5579/59345/3718/643/112/4790/9547/2920/7409/409/6363/5336/10803/113/5568/2870/6352/5473/5880/3702/2771/5196	27
hsa05416	Viral myocarditis	10/964	60/8586	0.130193920047005	0.435180103229975	0.373514906416011	842/3111/60/3908/3135/958/2534/5880/4625/6442	10
hsa04926	Relaxin signaling pathway	19/964	129/8586	0.130935239284804	0.435180103229975	0.373514906416011	64764/5331/5330/59345/1956/112/6300/4790/7040/409/1285/113/5568/3640/2769/1910/2771/1288/1277	19
hsa05165	Human papillomavirus infection	44/964	331/8586	0.131223538820116	0.435180103229975	0.373514906416011	1291/3655/23352/64764/56288/7057/3693/84441/182/1956/1950/84612/4193/8717/1299/5159/28227/1869/581/3908/4790/8312/3661/57801/55502/7475/3135/89780/1285/54626/1311/1292/3695/6932/5568/3955/3516/7448/8515/9223/1293/1288/1740/1277	44
hsa04930	Type II diabetes mellitus	8/964	46/8586	0.138066830028574	0.453249694538248	0.389024029320277	3667/8651/3767/5581/777/9370/6517/389692	8
hsa00640	Propanoate metabolism	6/964	32/8586	0.142582570404986	0.463393353816203	0.397730327971802	51/3945/1629/1962/4329/18	6
hsa04973	Carbohydrate digestion and absorption	8/964	47/8586	0.151054327040799	0.486065903844155	0.417190168481623	481/476/5331/5330/5579/83756/8972/93432	8
hsa04970	Salivary secretion	14/964	93/8586	0.155811543807315	0.496458350366444	0.426110001124235	3709/481/476/5331/5330/5579/3708/112/3783/113/5568/5592/4069/6263	14
hsa04742	Taste transduction	13/964	86/8586	0.163320526306755	0.515331757764031	0.442309039052529	5331/5330/2556/2550/112/255022/3359/5024/8645/5568/83756/342372/2911	13
hsa04936	Alcoholic liver disease	20/964	142/8586	0.169095729595312	0.527702002903406	0.452926415447458	10891/128/6885/501/51/224/9663/5465/8717/6300/4790/2920/3661/6932/51094/2168/127/727/2194/9370	20
hsa05219	Bladder cancer	7/964	41/8586	0.170488339399562	0.527702002903406	0.452926415447458	7057/1956/1950/4193/9252/1890/1869	7
hsa00051	Fructose and mannose metabolism	6/964	34/8586	0.175711294983918	0.537900455717174	0.461679743368587	5208/5213/2203/3795/229/8789	6
hsa05145	Toxoplasmosis	16/964	111/8586	0.177093380805347	0.537900455717174	0.461679743368587	3655/6774/6885/842/3111/3908/6300/4790/7040/79444/7043/958/8651/2771/3310/3949	16
hsa01212	Fatty acid metabolism	9/964	57/8586	0.184532075105518	0.551186850811956	0.47308345089933	2180/51495/38/51/3033/1962/30/23205/2194	9
hsa04210	Apoptosis	19/964	136/8586	0.185957222651267	0.551186850811956	0.47308345089933	5783/3709/6709/842/8717/60/1512/581/1677/3708/4914/4790/27113/1647/7186/113457/1508/6708/9451	19
hsa04935	Growth hormone synthesis, secretion and action	17/964	120/8586	0.186555549505585	0.551186850811956	0.47308345089933	3709/6774/64764/5331/5330/5579/3667/3483/3708/112/6300/2692/5336/113/8651/5568/2771	17
hsa04915	Estrogen signaling pathway	19/964	137/8586	0.194655763156882	0.565849340893606	0.48566826020018	3709/64764/5331/5330/1956/2289/2550/3875/3708/112/8648/54474/113/5568/3861/3866/2771/3310/2911	19
hsa04727	GABAergic synapse	13/964	89/8586	0.195000388246412	0.565849340893606	0.48566826020018	5334/5579/2556/59345/2550/9001/112/113/5568/6540/18/10243/2771	13
hsa04750	Inflammatory mediator regulation of TRP channels	14/964	98/8586	0.206463571378609	0.593811156619892	0.509667875317478	3709/5331/5330/5579/3827/3708/4914/112/6300/5336/113/5568/8989/5581	14
hsa00500	Starch and sucrose metabolism	6/964	36/8586	0.211619864731516	0.603302245945112	0.517814073442768	2595/2992/8972/5837/5169/93432	6
hsa01230	Biosynthesis of amino acids	11/964	75/8586	0.216493403167289	0.611829182864077	0.525132739948115	50/2023/48/5213/5634/6470/2026/5053/10993/445/229	11
hsa04962	Vasopressin-regulated water reabsorption	7/964	44/8586	0.219113454279348	0.613895453799897	0.526906219455782	1778/79659/64764/6810/112/5868/5568	7
hsa00270	Cysteine and methionine metabolism	8/964	52/8586	0.223876508723716	0.613932509015204	0.526938023932078	10768/3945/84245/23743/635/191/64902/10993	8
hsa05417	Lipid and atherosclerosis	28/964	215/8586	0.227309221173818	0.613932509015204	0.526938023932078	6774/5331/6885/5330/5906/842/22926/9138/581/3708/1549/7412/6300/4790/5452/2920/7409/3661/7186/3665/958/6352/1558/3310/3949/1555/9451/27035	28
hsa04659	Th17 cell differentiation	15/964	108/8586	0.227609049368272	0.613932509015204	0.526938023932078	6774/3572/27040/3111/3718/7535/196/6300/4790/3566/7040/9466/10148/3560/246778	15
hsa04658	Th1 and Th2 cell differentiation	13/964	92/8586	0.229263859099967	0.613932509015204	0.526938023932078	84441/182/27040/3111/3714/3718/7535/6300/4790/3566/3516/3560/6775	13
hsa04662	B cell receptor signaling pathway	12/964	84/8586	0.229573624308022	0.613932509015204	0.526938023932078	5579/11027/4790/7409/10859/11025/5336/23547/5880/1380/118788/55024	12
hsa04960	Aldosterone-regulated sodium reabsorption	6/964	37/8586	0.230460818768784	0.613932509015204	0.526938023932078	481/476/3758/5579/3291/3667	6
hsa04514	Cell adhesion molecules	21/964	158/8586	0.236289640856167	0.619405833663648	0.531635776261917	2734/3655/83692/6693/3111/1000/7412/5789/5133/8174/6382/3135/958/3695/9080/214/3385/9672/29126/1272/57689	21
hsa02010	ABC transporters	7/964	45/8586	0.236327148843977	0.619405833663648	0.531635776261917	10257/1672/23456/5243/23461/1080/1244	7
hsa04912	GnRH signaling pathway	13/964	93/8586	0.241199860335023	0.620006383382138	0.532151227842159	3709/5331/5330/5579/1956/2796/3708/112/6300/5337/1958/113/5568	13
hsa00630	Glyoxylate and dicarboxylate metabolism	5/964	30/8586	0.242279417506251	0.620006383382138	0.532151227842159	38/50/48/6470/51179	5
hsa01523	Antifolate resistance	5/964	30/8586	0.242279417506251	0.620006383382138	0.532151227842159	10257/4790/6470/2356/1244	5
hsa05225	Hepatocellular carcinoma	22/964	168/8586	0.251856611237966	0.639479676971399	0.548865147845897	6605/6595/3481/5579/1956/6601/2549/60/1869/581/7040/8312/1647/7043/7475/89780/2938/6604/5336/6932/2939/3162	22
hsa00900	Terpenoid backbone biosynthesis	4/964	23/8586	0.254142972546982	0.640282682773405	0.549554367400655	38/3157/9453/3158	4
hsa00561	Glycerolipid metabolism	9/964	63/8586	0.272351007931698	0.680877519829244	0.584396899610526	501/8694/224/9663/84803/56894/1609/57104/10327	9
hsa05131	Shigellosis	31/964	247/8586	0.279989668332228	0.694630856549421	0.596201382949301	7414/3709/1793/5331/6885/5330/113026/9140/81/1956/23048/27128/4193/8717/83660/9252/60/581/3708/6300/4790/3661/7186/382/100132074/5336/51196/92610/6352/4633/5581	31
hsa05223	Non-small cell lung cancer	10/964	72/8586	0.286068553800384	0.704335454432763	0.604530835383586	6774/5579/1956/1950/842/3718/1869/581/1647/5336	10
hsa04340	Hedgehog signaling pathway	8/964	56/8586	0.289598139333884	0.707664626191821	0.607388262156543	8643/2121/1454/4036/6469/409/5568/57467	8
hsa00562	Inositol phosphate metabolism	10/964	73/8586	0.301056913812055	0.730175350663567	0.626709207856989	5331/5330/113026/138429/5305/4329/5336/55586/51196/3706	10
